title,number,score,text
제8일의 밤,17582444,1,"연기 좋음, 분위기 좋음, 소재 좋음.  서사 망함,  연출 망함, 긴장감 공포 둘다 없음.  공포든 퇴마든 이 영화 정체는 잘 모르겠는데 전개 자체는 볼만했음. 근데 속도감이 없다고 해야되나? 사람들은 느릿느릿 걸어다니고 액션도 딱히 없는데 악마도 악마다운 기술도 못쓰고 진짜 솔직하고 순진하고 착함. 얘보다 중고나라 사기꾼이 더 악랄할듯. 퇴마액션도 망했고 악마도 존나 약했고 형사 걔는 뭔지 도당최 모르겠음 왜나온거임?"
변신,17582443,10,너무 소름끼쳤음……..
크루엘라,17582442,2,리클라이너관에서 봤는데도 지루해서 몸이 몇번은 들썩였다 ㅠ엠마스톤 연기로 커버칠 수 없는 지루하고 뻔한 스토리...ㅠㅠ커플들 나오면서 남자들은 중간에 나오고 싶은거 참았다고 얘기하면서 나오더라.. 평점알바 너무 많이 풀어서 9점대...
백두산,17582441,1,이게 영화냐?? 대한민국이 부끄러우면 북한으로 꺼져!! 저 배우넘들 죄다 상위 1% 삶을 살면서 국적이 미국인 넘도 있네~ ㅋㅋㅋ
말레나,17582440,10,진실.. 그리고 따뜻한 마음.. ㅇㅏ름다움을 있는 그대로 봐줬다면..
미이라,17582439,10,연출 / 배우들 연기 / 볼꺼리까지 완벽한 오락영화에 진수
크루엘라,17582438,10,웬만해서 10점 잘 안주는데 오랜만에 눈도 즐겁고 스토리도 탄탄한 영화를 봐서 좋다엠마 스톤 눈이 겁나 커서 찐광기를 보는 듯한 느낌이었다 살짝 유치한 느낌이 없잖아 있지만 디즈니고 연령제한이 있으니 그 정도는 ㄱㅊ무엇보다 불필요한 로맨스가 없어서 더 좋았음
제8일의 밤,17582437,1,안주고싶음 보지마세요 시간 낭비
발신제한,17582436,10,재밌게 잘봤습니다조우진님 연기를 너무 잘하셔서 몰입해서 봤네요 ㅎ
제8일의 밤,17582434,1,처음엔 재미잇는줄알고보다 재미없어
고양이를 부탁해,17582433,10,"인천출신으로 영화에서 느끼고 이입되는 감정들을 마주하기 힘들었다. 내가 20살이 될 때 개봉한 영화를 40 이 되고 보니, 지금의 난 생존자라고 생각해"
제8일의 밤,17582432,4,불안한마음에 봤드만 역시 용두사미나의 예감은 틀리지가 않는군
데자뷰,17582431,5,마지막에 의사까지... 억지가 좀 너무했네ㅋㅋ 여주가 이쁩니다 ㅋㅋ
강철비2: 정상회담,17582430,8,매우 비현실적이긴한데 난 재밌게봣음 잠수함씬 좋았음
오케이 마담,17582429,1,a급배우들을 똥으로만듬
괴기맨숀,17582428,8,곤지암보단 훨 재밌음. 약사편하고 마지막 결말이 좀 이상하긴 한데 한국 공포치곤 재밌어요
완벽한 가족,17582427,8,"수잔 서랜든 말고는 끌릴 이유가 없었고 수잔 서랜든 말고는 딱히 거론할 게 없는 영화, 특히 마지막 모습으로 담으려는 듯 남편에게서 눈을 떼지 않던 그 눈동자를 보며 배우 연기에 진짜 소름이 돋았다."
7번방의 선물,17582426,4,격한 감정에 세련된 옷을 입지 못하면
콰이어트 플레이스 2,17582425,6,점프스퀘어 많\다...
컨저링 3: 악마가 시켰다,17582424,10,공포영화보러갔다가 로맨스보니까 더 감동적이네ㅋㅋ 컨저링시리즈 중에는 가장 마음 편한 영화였다 재밌었음
킬러의 보디가드 2,17582423,6,일편이 더 재밌었다
크루엘라,17582422,10,너무 재미있게 봤어요. 두 배우의 연기는 정말 압권이었어요.보고 난지 몇 일이 지났는데도 아직도 생각 나는 거 보면 참 인상 깊게 봤습니다. 특히 두 배우의 연기가..
콰이어트 플레이스 2,17582421,10,1편을 봤다면 고민도 하지 말고 믿보!!!소리가 줄 수 있는 긴장감과 극적재미는 1편과 이어서 여전하다.길리언 머피가 생각보다 잘된 케스팅인듯!!
나의 특별한 형제,17582420,10,
남매의 여름밤,17582419,9,현실적이면서도 청승맞지 않고 담백해서 너무 좋았어요. 여운이 엄청나네요..
혐오스런 마츠코의 일생,17582418,1,남자없으면 못살아? 몇번이나 다시 살수있는 기회가 있었잖아;; 친구 완전 진국이구만 본인이 다 팽한거임 누굴탓해
콰이어트 플레이스 2,17582416,6,여전히 신선한 소재로서 재미는 있지만 3편을 위한 반복되는 결말은 긴장감과 신선함 마저 떨어트릴듯합니다. 마지막 딸의 보청기 액션은 헛웃음이 나올 정도로 오글 거리네요.
패치 아담스,17582417,10,가슴 뭉클하고 긍정적에너지 잔뜩 얻은것같아요무엇보다 로빈 윌리엄스 연기는 누구도 따라할수없는것같아요 ㅜㅜ 로빈윌리엄스 나온영화들은 전부다 감명받고 많은 생각과 교훈을 주는것같아요
솔트,17582415,10,초반에 북한이 나와서 전문가평점이 이렇게 나왔구나...! 언제나 북한과 핵무기 비하는 우리나라 평론가들의 종북적 정치성향때문에 낮을수밖에 없음...뭔 평론을 일반관객보다 성의없이 했음...
노매드랜드,17582414,10,"사랑하는 이가 없는데, 집이 무슨 소용인가.공허를 잊을수 없고, 또한 메울 수 없기에 선택한 삶."
미드나이트,17582413,1,와 진짜 레전드  내인생영화
악질경찰,17582412,1,이런 의도적 영화는 좀 안만들면 안되냐 존나별로네
원더,17582411,10,
런던 해즈 폴른,17582410,2,"런던 해즈 폴른, 내돈 해즈 폴른"
제8일의 밤,17582409,1,이성민님.. 제발 작품선택 좀 잘 하세요..하...
원스 어폰 어 타임 인 베니스,17582408,10,ㅋㅋㅋ
이미테이션 게임,17582407,10,베네딕트 컴버배치 믿 보 배 !! 믿고 보는 배우 !! 1위 !!
이연걸의 정무문,17582406,9,"액션신이 진심 다 캐리했음, 그리고 일본인 여주 엄청 예쁨"
미드나이트,17582405,1,신경 쓰일 정도로 과하게 영화 화면이 흔들린다.영화 속 경찰은 경찰이 아니다.이렇게 답답한 건 처음이다.마지막 후반 엔딩보고 웃음터졌다.어이 없어서 웃겼음 그냥배우들 연기는 좋았음.
어벤져스: 엔드게임,17582404,10,이세상에서 최고의 멋진 전설의 슈퍼히어로는 어벤져스였다
체르노빌 1986,17582403,10,숨어있는 영웅들이 아직 살아가고 있다던데 너무 다행입니다ㅠㅠ
미드나이트,17582402,10,진기주님 연기 너무 좋았어요. 그리고 청각 장애인 분들이 이 영화 보지 않았으면 해요 ㅠ
체르노빌 1986,17582401,10,"숭고한 희생, 사랑 그리고 감동을 볼 수 있었던!!"
국화꽃 향기,17582400,8,"지금 시대에 보기에 너무 신파에 클리셰 그 자체지만, 성시경 - 희재를 듣고 영화의 내용이 궁금해 봤는데 노래에 감정이 다  들어있었네요. 개봉시기에는 영화만 봐도 영화로서의 재미를 그대로 느낄 수 있었겠지만 지금은 이 영화의 감상은 영화를 본 후에 OST를 들을 때 완성이 되는 것 같아요."
노아,17582399,1,리얼 다시 티비에서라도 보고싶지 않은 영화
지금 만나러 갑니다,17582398,10,예진 언니 얼굴 보려고  본건데 너무 재밌다
어댑테이션,17582397,3,GN-z11 에 대한 그들만의 리그로 초대하는 듯한 영화. 극장이라고 하는 대중성을 인지함에도 관객들을 기만한 그들만의 놀이.
내 이름은 칸,17582396,10,테러범을 비판하는 영화 최고입니다.
제8일의 밤,17582395,10,재밌는데 이상하게 평점이 낮네요이 정도는 아닙니다!
곡성(哭聲),17582394,10,이 영화가 8점대라는게 제일 소름이다. 조금이라도 어렵고 불편하면 평점테러 하는꼴 보면 한국에서는 극한직업 같은거나 봐야할듯
발신제한,17582393,10,"처음부터 끝까지 울었음 클리셰 집합체인데 그 클리셰에 약해서 크엌크엌 울었음 연기 졸라잘함 … 가족 다 잘함 ,지창욱 개잘생김"
피아노,17582392,10,
분노의 질주: 더 얼티메이트,17582391,7,머리비우고 보기 좋음
정글,17582390,10,위험하게 만들려고 정글에 가자고 한건데 왜 2대2로 나눠질 때 식량을 더 주고 급류 위치를 알려준거지...
해리 포터와 아즈카반의 죄수,17582389,10,어릴때 봤을땐 재미없었는데 세월이 흘러 다시보니 너무 재밌어요
아미 오브 더 데드,17582388,10,
발신제한,17582387,10,다필요없고 연기빨로 봄
사조영웅전 2008,17582386,8,곽정이 너무 띨띨해 보여서 그렇지 황용은 완벽했다
화이트 칙스,17582385,10,ㄹㅇ 걍 개웃김 웃고싶으면 이거보셈
공범자들,17582384,10,한번쯤은 꼭 모두가 봤으면 좋겠습니다
루카,17582383,7,아이들이 보기에 너무 이쁜 영화에요(어른들은 좀.. 그냥 다소 평이한 정도의 영화가 될듯)
복면 달호,17582382,10,유쾌한 영화였다. 그리고 노래가 좋음
혼자 사는 사람들,17582381,6,등장인물 캐릭터가 다들 이상함 ㅋ
엔젤 하트,17582380,10,해리가 쟈니페이버릿을 찾기위해 관련된 사람들을 만난후 혼자 가만히 생각하는장면마다 나오는 피아노 소리는 해리가 쟈니였을때(가수시절) 본인이 불렀던 노래의 소리였었네요. 에피파니가 해리와의 정사후 이노래를 흥얼거렸죠.
빛나는 순간,17582379,10,영화좋아요 보고나니까 가슴이 너무먹먹해요
발신제한,17582378,1,돈아깝다 전형적인 한국 영화 스토리 전개 다 예상됨그나마 조우진 연기 볼만함
말모이,17582376,10,보고 감동 받아서 울었습니다
곡성(哭聲),17582375,9,'곡성' 코미디 영화의 마스터피스
제8일의 밤,17582374,4,배우들의 열연에도 불구하고 부실한 스토리에 영화가 무너져 내림
새콤달콤,17582373,10,뻔한얘기 같지만 결코 뻔하지 않은 영화입니다.
제8일의 밤,17582372,10,한줄 평으로 말하면 여자배우 이쁘다..ㅎㅎ
조커,17582371,10,영화 중반까지 연기라고 생각못하고 그냥보다가 아 실제인물이 아니라 배우가 연기하는거라는걸 뒤늦게 깨달음. 그것도 연기얼마나 잘하나보자라고 생각든순간에 깨달음 ㅋㅋ 그만 조커그자체였음.
크롤,17582370,4,"지루함. 악어의 한계,  그리고 멍청한 주인공 과 그 아버지"
우리는 매일매일,17582369,10,90년대...운동권(?)이 사라진 대학에서 페미를 주도한 주인공들의 오늘의 삶이 궁굼한 것은 비단 나만은 아니었다. 궁굼증을 풀어준 감독님께 감사!!그들은 지금 뭐하고 살까???그들은 오늘도 치열한 삶을 펼쳐가고 있었다. 세상의 부조리와 맞서며 올바른 사회를 만들기 위해...그들에게 찬사를 보내며 나또한 평등한 세상을 위해 한걸음 걷고자 한다.그런 의미에서 꼭 봐야할 영화이다.
"광해, 왕이 된 남자",17582368,10,"최고의 감독, 최고의 연기, 억지감동이 아닌 가슴 속부터 우러나오게 만드는 시나리오.. 기립박수"
콰이어트 플레이스 2,17582367,10,"졸잼,,,, 1만큼 재밌고 3이 기대되는 그런 2.."
터미네이터 2:오리지널,17582366,10,90년대영화 아니 91년도 개봉 아니90년에 촬영한 작품이란게 믿겨지질 않는다
제8일의 밤,17582365,6,"많이 무난한 느낌이지만, 그래도 한국 오컬트물로서 변신 급은 아니다. 중반부까지 내용이 없다시피 하지만, 대신 쌓인 정서가 없지는 않아서 이를 터트리는 후반부가 어느정도 임팩트는 있다. 다만 초반부터 몰입할만한 요소를 만들지 않은 건 큰 패착이라 본다. 개인적으로 잘 아는 동네와 학교가 나왔는 데, 치명적인 오류들이 보인 점도 아쉬웠다"
인 더 하이츠,17582364,8,"가볍기 보기 좋습니다.일부 대사까지 노래에 녹인건 흥미로웠으나흥겨운 노래,랩에 비해 살짝 지루한 스토리"
발신제한,17582363,2,"발신제한이 아니라 관람제한으로 제목을 바꿔야할듯...,우진씨 연기말고는 어설픈 세트와 연기,,,개연성없는 스토리전개, 편집을 얼마나 했는지..., 보는 내내 사람들 한숨소리와 웃음소리가 들렸습니다. 안타까운 영화네요. 주위에 관계안좋은 사람에게만 추천해서 혼내주고픈 영화네요. ㅎㅎㅎ"
돌멩이,17582362,10,연기도 영상미도 너무 좋았다. 다만 주인공에게 주어지는 결말이 슬프다. 최선까지는 아니더라도 차선의 결말만이라도 주었으면 보고나서 이렇게 우울하진 않을텐데..
산하고인,17582361,10,박평식이 6점 줬다고 좋은 점수를 줘야 할 이유가 있나요?? 자기가 2점이라고 느꼈으면 2점인거지 진짜 수준 낮네 ㅋㅋㅋ
발신제한,17582360,8,조우진씨의 연기가 돋보입니다. 지창욱씨는 못 알아볼뻔했어요. 근데 나만 드는생각인지는 모르겠지만 제네시스의 멋진광고 한편을 본것같달까요? ㅎㅎ조우진님 연기가 젤 좋았습니다.
발신제한,17582359,2,고예산 광고 한편....
미드나이트,17582358,10,진짜 이런 영화는 없을듯 내가 본영화중에 가장가장가장 기억에 남음 !!
콰이어트 플레이스 2,17582357,9,어른들의 이야기에서 아이들로 자연스럽게 바톤이 넘어간다. 그러므로 3편이 나온다는 이야기
"나는 내일, 어제의 너와 만난다",17582356,10,이런영화는처음입니다 보고계속생각나내요첫장면이 잊혀지질않는영화.
오색의 전방,17582355,7,"김애경, 김형자 젊었을때 모습보니 감회가 남다르네"
루카,17582354,9,오래된 이탈리아 영화를 미야자키 하야오의 감성으로 복구해낸다.
뚜르: 내 생애 최고의 49일,17582353,10,내 생에 최고의 다큐멘터리....
발신제한,17582352,8,"제네시스 광고 잘봤습니다,, 살짝 더테러라이브 보는 느낌 ? 결론은 지창욱 잘생겼어요 ??"
제8일의 밤,17582351,4,너무 기대했나봄...
콰이어트 플레이스 2,17582350,10,1보다 재밌었어요
조제,17582349,10,<어두운 과거.힘겨운 현재. 어느 날 사랑이라는 이름으로 다가온 존재.행복한 미래의 가능성? 물론 알고있다.언젠가 파탄날 것을. 그래서 보내기로 했는데.. 그래도 그의 곁에서 조금이라도 더 있고 싶다.>조제의 독백이 들리는 듯. 눈시울을 자극하는 장면장면들.ㅠ
목격자,17582348,2,영화가 넘 오바에요ㅠㅠ 해도해도 너무한.. 문열어주지말라는데도 열어준 아줌마 답답.. 걍 돌아가세요 하고싶었어요.. 어린애도있는데 저리 조심성 없어서야^^ 애엄마인 저로선 도저히 이해안갑니다마지막 산사태는 영화에 안넣는게 더  좋을뻔했어요 뻥짐..
